id,uuid,name,category,equipment,muscles_primary,muscles_secondary,license,description_html
1192,94238bef-15ee-42b6-8035-79854b3c6e65,Alternating Biceps Curls With Dumbbell,Arms,Dumbbell,Biceps,,CC-BY-SA 4,"<p>Hold two barbells, the arms are streched, the hands are on your 
side, the palms face inwards. Bend one arm at a time and bring the weight with a 
fast movement up. At the same time, rotate your arms by 90 degrees at 
the very beginning of the movement. At the highest point, rotate a 
little the weights further outwards. Without a pause, bring the arm back down, slowly, and do the same with the other arm.</p>
<p>Don't allow your body to swing during the exercise, all work is done 
by the biceps, which are the only mucles that should move (pay attention
 to the elbows).</p>"
1193,10510fb5-6ebd-4ddc-b03e-423b15deceea,Russian Twist,Abs,Dumbbell; Gym mat; Swiss Ball,Lats; Obliquus externus abdominis; Abs,,CC-BY-SA 4,"<ol><li>&nbsp;Hold a dumbbell, barbell weight or something else that is heavy with both hands, but make sure it is not too heavy and you are able to keep in form.</li><li>Lean back to a 45-degree angle from the floor. For an extra challenge, lift your feet off the floor.</li><li>Rotate your arms to one side to the same level as your chest, touch the floor for a little extra challenge, and then do the same to the other side. When you're back in your original position after doing both sides it will count as 1 rep.</li></ol>"
1194,e56f2970-e4c9-45eb-8e8c-52abb590e7a6,PALLOF PRESS,Abs,,Shoulders; Glutes; Obliquus externus abdominis; Abs; Serratus anterior; Trapezius,Chest; Triceps,CC-BY-SA 4,"The Pallof press is an anti-rotation exercise that trains the larger and smaller muscles around the spine to resist rotation.<ul><li>Stand parallel to the cable machine or to the anchor point to the 
resistance band and clasp with the handle or band with both hands.</li><li>Make sure your torso is front on and bring your hands to the center of your chest and slowly press out.</li><li>Slowly return your hands to the chest and repeat.</li></ul>"
1195,cd7bbafc-4092-4194-aa20-e380f1fe45f0,Side Slides + Squats,Legs,none (bodyweight exercise),Quads,Calves; Glutes,CC-BY-SA 4,"With feet a little wider than shoulder-width apart and staying low to mimic a defensive position, you should step with their lead leg and push off with their plant leg.
After three slides, rotate your body for 180 degree on the guiding (/outer) leg and do a squat. Continue."
1196,36a309ba-7dd1-43c9-9efc-788c7cd9fbd6,Wall Drills,Legs,none (bodyweight exercise),Quads,Calves,CC-BY-SA 4,Exercises for strengthening knee and leg musculature.<ul><li>Lateral Wall Drills March - https://youtu.be/9RiTlJ6Mmek</li><li>Lateral Wall Drills OPEN - https://youtu.be/ADRlN8-Wfdg</li><li>Lateral Wall Drills CROSS - https://youtu.be/hGH2sj0Tzu4</li></ul>
1198,8d56eb18-b000-41ff-8b31-c74df3a4b34b,Inverted Rows,Chest,none (bodyweight exercise),Biceps; Lats,Chest; Abs; Trapezius,CC-BY-SA 4,"Maintain a straight body, retract your shoulder blades, and pull your 
chest to the bar for an effective back and upper body workout."
1199,6112a068-d4a7-4af3-8dcb-f45253d6787b,Adduktorenmaschine,Legs,,,,CC-BY-SA 4,"Hinsetzen, Beine in die Auflage legen/gegen die Polster drücken, Beine zusammendrücken bis die Auflagen aneinander stoßen"
1200,f5252fbe-1e00-4b8d-8781-2e56d6a5250f,Tibialis raises,Calves,none (bodyweight exercise),,,CC-BY-SA 4,"<ol><li>
Stand up straight</li><li>Lift the balls of your feet, resting on your heels.</li></ol>"
1201,8c132ea0-7885-474f-8514-0909ae22bdf6,Dragon squat,Legs,none (bodyweight exercise),Quads,Hamstrings; Calves; Glutes,CC-BY-SA 4,Comienza parado con los pies al ancho de las caderas. Cruza el pie derecho detrás de ti a la esquina izquierda y parte posterior de la sala mientras doblas ambas rodillas. Regresa y repite alternando los lados. Mantén las caderas y los hombros hacia adelante cuando cruzas los pies y doblas las rodillas.
1202,7212cc74-656e-47ce-8292-d211676f2ee1,Side Lying Hip Abduction,Legs,none (bodyweight exercise),,,CC-BY-SA 4,"<ul><li>Begin by lying down on your side with your top leg straight and your bottom leg bent for support.&nbsp;&nbsp;</li><li>Lift your top leg off the ground</li><li><i>(optional) - </i>Hold position at the top</li></ul>
Resources:<ul><li>40 seconds YouTube video: https://www.youtube.com/watch?v=g9FtnmsIYgI</li></ul>"
1203,db4eaf0f-f4d4-4e63-b9fb-258985bc2858,"Calf raises, left leg",Calves,none (bodyweight exercise),Calves,,CC-BY-SA 4,<ol><li>Stand on the floor or on the edge of a step to increase the range of movement.&nbsp;</li><li>Raise one foot.</li><li>Lift your heel until you're standing on your toes.</li><li><i>(variable) </i>Stay in this position for three seconds</li><li>Slowly lower your foot until you almost touch the ground with your heel - don't slam your foot!</li></ol>
1204,517265a2-e4f7-4b33-979f-9be1efd86343,Cycling cardio session,Cardio,,,,CC-BY-SA 4,Sessió de càrdio en bicicleta estàtica Technogym Bike Excite 1000
1205,2cc92db8-b245-44b8-b1d6-bf91c78c2ab9,"Wrist curl, dumbbells",Arms,Dumbbell,,,CC-BY-SA 4,"<ol><li>Sitting on a bench, grab the dumbbell with your palms facing up 
and your hands shoulder-width apart. Rest your forearms on your thighs 
and allow your wrists to hang over your knees.&nbsp;</li><li>Perform the movement by 
curling your palms and wrists towards your face.</li><li>(optional/variable) Pause at the top.&nbsp;</li><li>Slowly return to the starting position.</li></ol>"
1206,6f0d5766-05ac-41b5-a592-7036ac99ee49,scorpion kick,Back,none (bodyweight exercise),,,CC-BY-SA 4,"Start in a plank position with hands under your shoulders and your body in a straight line.

Slowly lift your legs by bending your knees, aiming to bring your feet over your back while raising your hips.

Engage your core muscles for stability, trying to bring your feet towards your head.

Hold this position briefly before slowly and controlledly bringing your legs back to the starting position.

Repeat the movement slowly and steadily for the desired number of repetitions, ensuring to maintain form and avoid injuries."
1207,89651d40-9abf-49b5-9ee5-7b0ecb25fd03,Scorpion Kick,Back,none (bodyweight exercise),,,CC-BY-SA 4,"<b>Get into the push-up position with your shoulders directly above your hands and your feet hip-width apart.&nbsp;</b>
<b></b>
<b>Make sure that your body forms a straight line from your head to your heels.&nbsp;</b>
<b></b>
<b>Now pull your right knee towards your chest. While keeping your knee bent, lift your right leg as high as possible with your lower right leg pointing straight up.&nbsp;</b>
<b></b>
<b>Now rotate your hips so that your right foot swings over your left leg.&nbsp;</b>
<b></b>
<b>Continue to rotate and move your right foot towards the floor until you are forced to roll onto the outside of your left standing foot. Make sure that you do not rotate your upper body.&nbsp;</b>
<b></b>
<b>Now return to the starting position and repeat the exercise with your right leg.</b>"
1208,f9866335-e489-404b-84b5-248fb8512702,Prisoner Squat,Legs,none (bodyweight exercise),,,CC-BY-SA 4,"Stand upright with your chest slightly raised, your feet hip-width apart and your toes pointing straight ahead.

Bring your hands to the back of your head with your fingers slightly interlaced and your elbows pointing to the side. Push your hips back and bend your knees, keeping your upper body as upright as possible.&nbsp;

Push your knees outwards, they must never point towards each other. If your upper body moves slightly forward, make sure that it does not bend. Always keep your elbows level with your ears by tensing the muscles between your shoulder blades. If you are flexible enough, you can sink down until your buttocks touch your calves.
However, make sure that you do not bend your spine.&nbsp;

Before this happens, reverse the movement and use your heels and glutes to push yourself upwards with so much momentum that your feet lift off briefly and you do a little hop.&nbsp;

If necessary, correct the position of your feet, arms and upper body before you move on to the next repetition.

Translated with www.DeepL.com/Translator (free version)"
1210,965b0d80-544b-4f22-a64b-32dc033f071a,Skydiver with arms in T-position,Back,none (bodyweight exercise),,,CC-BY-SA 4,"Lie on your stomach with your legs more than shoulder-width apart and your feet up. Your arms are stretched out to the side and form a T with your upper body, your palms are on the floor. Now raise your upper body, arms and legs as high as you can while keeping your body under tension. Turn your thumbs towards the ceiling and pull your shoulder blades together. While keeping your upper body and all limbs in the air, bring your legs together and then spread them again, keeping them constantly in the air. For the remaining repetitions, only move your legs open and closed."
1211,a3125129-203f-4195-8f8a-a460ff9e9481,"Romanian deadlift, single leg",Legs,Dumbbell; Kettlebell,Hamstrings,,CC-BY-SA 4,"Also known as: &nbsp;RDL.

Steps:
<ol><li></li></ol>"
84,2f0ddf9a-f520-4c55-8883-f0d4a789f481,Bent Over Rowing Reverse,Back,Barbell,Lats,Shoulders; Biceps,CC-BY-SA 3,"<p>The same as <em>regular</em> rowing, but holding a reversed grip (your palms pointing forwards):</p>
<p>Grab the barbell with a wide grIp (slightly more than shoulder wide) and lean forward. Your upper body is not quite parallel to the floor, but forms a slight angle. The chest's out during the whole exercise.</p>
<p>Pull now the barbell with a fast movement towards your belly button, not further up. Go slowly down to the initial position. Don't swing with your body and keep your arms next to your body.</p>"
260,e5a62151-5350-4c86-8a19-3e9ca7bf0f38,Full Sit Outs,Abs,none (bodyweight exercise),Glutes; Obliquus externus abdominis; Abs,,CC-BY-SA 4,"<p>(A) Get in high plank position on your hands and toes.(B) Shift your weight to your left hand as you turn your body to the right; bend your right leg behind you and extend your right arm up. Return to the center and repeat on the opposite side. Continue, alternating sides.<strong>Make it easier:</strong> Don’t raise your arm after you bend your leg behind you.<strong>Make it harder:</strong> Balance with your arm and leg extended for two counts.</p>"
1215,603895ca-20a0-4272-a62b-293d14220390,Reverse Snow Angel,Back,none (bodyweight exercise),Trapezius,Shoulders; Hamstrings; Glutes; Obliquus externus abdominis; Abs,CC-BY-SA 4,"Lay flat on your stomach with your arms extended in front of you on the ground as your legs are lying flat. Lift both your arms and move them to your side slowly. Then, move them back."
1216,cf434716-f846-46d8-b267-8b33d311d8b5,Recruitment Pulls,Arms,,,,CC-BY-SA 4,"Find a few specific edge sizes on a hangboard, get fixed underneath them with the board overhead, and pull with max effort, 1 arm at a time, for 3-5 seconds. When positioning for this get set up with a large elbow angle (120-150 degrees) and not in full extension."
1217,676e8149-863e-4174-a09a-a327b247c00d,Finger Pushup,Arms,none (bodyweight exercise),,,CC-BY-SA 4,"1. Hand Positioning:
   - Start in a plank position with your hands directly beneath your shoulders.
   - Spread your fingers wide apart, placing them firmly on the ground.

2. Finger Placement:
   - Gradually lift your palms off the ground, shifting the weight onto your fingers.
   - Focus on distributing the load evenly across your fingertips and thumbs.

3. Body Alignment:
   - Maintain a straight line from head to heels to engage your core.
   - Keep your body in a controlled and stable position throughout the exercise.

4. Lowering Phase:
   - Slowly bend your elbows, lowering your chest towards the ground.
   - Ensure controlled movement, maintaining stability on your fingertips.

5. Pushing Up:
   - Press through your fingertips to straighten your arms, returning to the starting position.
   - Emphasize the engagement of your fingers and thumbs throughout the push-up."
1218,2b61df61-f71e-4b8f-9f95-6a565238a8ae,knee push-ups,Arms,none (bodyweight exercise),Shoulders; Chest,Serratus anterior; Triceps,CC-BY-SA 4,"<ol><li>Start by kneeling on the floor, keeping your knees together. Place your hands on the floor in front of you, slightly wider than shoulder-width apart.</li><li>Make sure your body forms a straight line from head to knees. Hands should be positioned below shoulders.</li><li>Lower your torso towards the ground, bending your elbows while keeping your trunk stable. Keep your knees in contact with the floor.</li><li>Push through your hands to return to the starting position. Be sure to maintain contraction of chest, shoulder and arm muscles at the top of the movement.</li><li>Perform the desired number of repetitions, controlling the movement and maintaining good form.</li></ol>"
1219,4037fc14-d7a9-4901-8341-6538e415adc4,Australian pull-ups,Arms,none (bodyweight exercise),Shoulders; Biceps; Lats,Trapezius,CC-BY-SA 4,"<ol><li>Lie down under a high bar or suspension bar, positioned at an appropriate height.</li><li>Position yourself on your back under the bar, gripping the bar with a supinated grip (palms facing you).</li><li>Adjust your position so that your body is aligned straight from head to toe. Arms should be fully extended, shoulders stabilized, and legs aligned with the rest of the body.</li><li>Bend your elbows and pull your chest towards the bar, contracting your back muscles. Imagine you're trying to bring your shoulder blades together.</li><li>Hold the contraction at the top of the movement for a moment to maximize muscle activation.</li><li>Slowly return to the starting position, extending your elbows.</li></ol>"
1223,ecf9c0e2-a1d0-4e6e-90e9-5c029e98f2c9,Claps over the head,Arms,none (bodyweight exercise),Shoulders,,CC-BY-SA 4,Stand with your feet shoulder width apart. Raise your arms and clap over your head
1224,2418b290-801c-45fd-a990-fc9f234ab1e5,Dumbbell drag curls,Arms,Dumbbell,Biceps,,CC-BY-SA 4,Hold a dumbbell in each hand with your palms facing forward. Pull your elbows back and lift the dumbbells to your chest height. Slowly lower the dumbbell and repeat the exercise.
369,62170477-90ec-463c-907e-9e523abc0a15,Leg Extension,Legs,,Quads,,CC0,"The leg extension is a resistance weight training exercise that targets the quadriceps muscle in the legs. The exercise is done using a machine called the Leg Extension Machine. There are various manufacturers of these machines and each one is slightly different. Most gym and weight rooms will have the machine in their facility. The leg extension is an isolated exercise targeting one specific muscle group, the quadriceps. It should not be considered as a total leg workout, such as the squat or deadlift. The exercise consists of bending the leg at the knee and extending the legs, then lowering them back to the original position."
1225,fd38d854-a244-4646-842b-ef1e0fbfede8,Dumbbell wide bicep curls,Arms,Dumbbell,Biceps,,CC-BY-SA 4,"Hold a dumbbell in each hand with your hands slightly wider than shoulder-width apart and palms facing forward. 

Bend your elbows and lift the dumbbells to your shoulders. Slowly return and repeat."
441,bc45125b-58da-4ee9-8895-16a7b930b789,Overhead Squat,Legs,,,,CC-BY-SA 4,"<p>The barbell is held overhead in a wide-arm snatch grip; however, it is also possible to use a closer grip if balance allows.</p>"
1226,8675ea3b-0e8b-4a08-9e82-4525ec91dd23,Dumbbell bicep curl to press,Arms,Dumbbell,Biceps,,CC-BY-SA 4,"Bend your elbows and lift the dumbbells to your shoulders.

Push the dumbbells over your head while rotating your arms to make your palms face forward. Reverse it to lower down. Repeat the exercise."
530,654793c2-e0e3-41fd-a549-0ece0f4378e8,Run - Treadmill,Cardio,,,,CC-BY-SA 3,<p>Run on a treadmill</p>
1227,adb6067f-fd48-4a25-a9b4-0793c5f158fa,Dumbbell rear delt row,Shoulders,Dumbbell,Shoulders; Brachialis; Trapezius,,CC-BY-SA 4,Hold a dumbbell in each hand. Bend at your hips to make your back almost parallel to the floor. Let your arms hang down. Keep your arms in line with your shoulders. bend and lift your elbows out to the sides until your upper arms are parallel to the floor. Slowly return and repeat
537,57e17672-52b9-43cf-8d0d-4b3f06a0c0d0,Incline Bench Press - Dumbbell,Chest,Dumbbell; Incline bench,Chest,Shoulders; Triceps,CC-BY-SA 3,"<ul>
<li>Bench should be angled anywhere from 30 to 45 degrees</li>
<li>Be sure to press dumbbells straight upward (perpendicular to the floor)</li>
</ul>"
1228,428112f3-3918-45ba-870a-dc58cf3959cf,Dumbbell close grip bench press,Arms,Dumbbell,Chest; Triceps,,CC-BY-SA 4,"Lie down with your back on a flat bench. Hold a dumbbell in each hand. Raise your arms towards the ceiling with your palms facing each other and dumbbells pressed together.

Slowly lower the dumbbells to your chest, then slowly push them back. Repeat the exercise."
599,8161de8b-7802-46c0-9bd4-db60f39b7677,Snach,Shoulders,Barbell,Shoulders,,CC0,"<p>Stand with your feet at hip width and your shins against the bar. Grasp the bar at double shoulder width and, keeping your lower back flat, drive your heels into the floor to begin lifting the bar. When it's above your knees, explosively extend your hips and shrug your shoulders. Let the momentum carry the weight overhead.</p>"
1229,e9ada9fc-94d0-4131-b5c0-7df1b0fd2ce8,Dumbbell upright-row,Arms,Dumbbell,Shoulders; Biceps; Serratus anterior,,CC-BY-SA 4,"Hold a dumbbell in each hand in front of your body. Keep your palms towards your body. Lift you hands straight up until your hands are under your chin, then lower them. Repeat the exercise."
173,29175281-afaf-4ffd-85e8-cfc38493e304,Crunches With Cable,Abs,,Abs,,CC-BY-SA 3,"<p>Take the cable on your hands and hold it next to your temples. Knee down and hold your upper body straight and bend forward. Go down with a fast movement, rolling your back in (your ellbows point to your knees). Once down, go slowly back to the initial position.</p>"
1230,aa72741d-17ae-410e-b49a-1df7aaf0afe1,Triceps stretch left,Arms,none (bodyweight exercise),Triceps,,CC-BY-SA 4,"Put your right hand on your back, use your left hand to grab your right elbow and gently pull it. Hold this position for a few seconds."
921,d6e9ed59-497a-4c93-ac7d-f9696fcd21ab,Seated Cable Rows,Back,,Lats,,CC-BY-SA 4,“Stay leaned forward - tuck elbows in on the negative”
1231,1b9968f4-a00b-4157-8847-1c3c7dbb0d5a,Triceps stretch right,Arms,none (bodyweight exercise),Triceps,,CC-BY-SA 4,"Put your right hand on your back, use your left hand to grab your right elbow and gently pull it. Hold this position for a few seconds."
1232,a569e8c3-218f-40db-9d71-e155c68cb26e,Standing biceps stretch left,Arms,none (bodyweight exercise),Shoulders; Biceps; Chest,,CC-BY-SA 4,"Stand with your left arm close to a wall. Extend your left arm and put your left hand on the wall, then gently turn your body to the right."
659,3188868c-84e2-4a3b-b7dc-f79d8650988d,Triceps Extensions on Cable,Arms,,Triceps,,CC-BY-SA 3,"<p>Grab the cable, stand with your feet shoulder wide, keep your back straight and lean forward a little. Push the bar down, making sure the elbows don't move during the exercise. Rotate your hands outwards at the very end and go back to the initial position without pause.</p>"
1233,671568f9-6653-4e11-ac71-3f34c74329a0,Standing biceps stretch right,Arms,,Shoulders; Biceps; Chest,,CC-BY-SA 4,"Stand with your right arm close to a wall. Extend your right arm and put your left hand on the wall, then gently turn your body to the right."
1234,7cc24acf-3fc9-4d14-a461-cd00d1d18f0e,Dumbbell Single-leg Hip Thrust,Legs,Barbell,Glutes,Hamstrings; Quads,CC-BY-SA 4,"The single-leg hip thrust is performed by placing your upper back on a weight bench, raising one leg, and extending the hip of the other leg to achieve an isolated contraction of the glute.

By working each side separately, you can fully isolate your glutes unilaterally, providing maximal training stimulus."
674,8766d43c-e035-4c37-b824-b94dce5bf710,Rowing with TRX band,Back,none (bodyweight exercise),,,CC-BY-SA 4,Rowing with resistance bands - Bodyweight Exercise
718,46ee5805-512a-43a2-944c-97f7744b0078,Wall Squat,Legs,none (bodyweight exercise),Hamstrings; Quads,,CC0,"<p>Find a nice flat piece of wall and stand with your back leaning against the wall. Slowly slide down the wall while moving your feet away from it, until your thighs are parallel to the ground and both your knees and your hips are bent at a 90° angle. Cross your arms in front of your chest and hold this position for 30 seconds.</p>
<p>Variant: put a big inflated rubber ball (like a small basketball) between your knees and squeeze the ball while holding the squat position</p>"
1238,00eae665-ff78-4373-9c43-f44a4a1b43e0,Frog stand,Abs,none (bodyweight exercise),Shoulders; Biceps; Brachialis; Abs,,CC-BY-SA 4,"Starting position:

Stand with your feet shoulder-width apart and your toes pointing forward, facing a wall or bench for support if needed.
Bend your knees into a squat position.
Place your hands on the ground in front of you, shoulder-width apart, with your fingers spread wide.
Make sure your elbows are under your shoulders and your body forms a straight line from your head to your heels.
Upward phase:

Push with your feet and hands to lift your body off the ground.
Straighten your legs and arms, keeping your body aligned.
Engage your core and glutes to maintain the position.
If needed, rest your knees on the wall or bench for assistance."
1239,f36dfa40-7586-4721-a434-1fd878232c62,Standing Calf Stretch,Legs,none (bodyweight exercise),Calves,,CC-BY-SA 4,"This stretch targets the gastrocnemius (the chief muscle of the calf of the leg, which flexes the knee and foot). It is easy to perform anywhere. All you need is a wall or a chair."
1092,d301d901-a2c6-4916-b09e-07ab7a3c8519,Bag training,Cardio,none (bodyweight exercise),Shoulders; Chest; Trapezius,Biceps; Hamstrings; Calves; Lats; Obliquus externus abdominis; Abs,CC-BY-SA 4,"Bag training improves muscle definition of: deltoids; rear deltoids; triceps; biceps, as well as being a great cardio exercise"
1240,56631e7a-471a-469c-958a-c3ff78b1e73c,Standing Soleus Stretch,Legs,none (bodyweight exercise),Soleus,,CC-BY-SA 4,This stretch targets the Soleus part of your calf. It may be performed with a wall or chair.
1241,29a361d5-1300-4fb4-90d6-d6350bec9cb9,Exercise Band Dorsiflexion,Legs,none (bodyweight exercise),Soleus,,CC-BY-SA 4,This exercise uses an exercise band. It targets the Soleus and Tibialis anterior.
1117,0ecfec6f-5d0f-4e8a-8d37-f6203a8923b8,Seated Cable Row,Back,,,,CC-BY-SA 4,"<ol><li>Take a seat on the machine with your feet planted, a little wider than shoulder width. Drive the heels, and squeeze the glutes. Grab onto the cable handle.</li><li>Sit up tall with a slight bend through the knees. Tighten up the abs and low back to maintain a perpendicular angle to the floor with your torso.</li><li>Roll the shoulders back and down. Squeeze them together as you row, thinking about pinching a pencil in between them. As you do this, pull the handle back towards you, landing right above your belly button.</li><li>Pause here for a moment before returning the handle, still squeezing the shoulder blades. Once you've returned the weight to the stack, then allow the shoulder blades to relax, without pulling the torso forward.</li><li>Repeat the movement.</li></ol>"
1242,70c97a79-5e88-4549-a74c-0e5190a5c048,Exercise Band Plantarflexion,Legs,none (bodyweight exercise),Calves,Soleus,CC-BY-SA 4,"Banded plantarflexion is a great way to bridge the gap between plantarflexion range of motion and the more strenuous calf raises in weight bearing. This can help strengthen the calf muscles, load the Achilles tendon, and improve plantarflexion range of motion."
1243,58ca3e51-ea64-4771-a74a-a74d29f5c40c,Double Leg Calf Raise,Legs,none (bodyweight exercise),Calves; Soleus,,CC-BY-SA 4,"The double leg heel raise is important to strengthen and create control and stability around the ankle and knee, and provide balance and control for the hip and pelvis."
1145,92d508ce-2524-47a3-ac51-1520ccbfd75e,REMO AL MENTON,Back,,Lats,,CC-BY-SA 4,"Separamos las piernas a la&nbsp; distancia&nbsp; de&nbsp; los hombros.

Cogemos la barra con agarre&nbsp; &nbsp;Prono, siendo el agarre ancho a la altura de los hombros por lo menos.(explicaremos en los errores comunes el porque de este agarre).
Elevamos la barra hacia el mentón pero sin llegar a tocarlo, aguantamos 1 segundo y volvemos a bajar de forma controlada.
La espalda siempre recta y sin ningún tipo de balanceo corporal."
1244,8ca01d32-2e86-49a1-a130-b99219432e42,Yoga exercise: Cow-cat,Back,Gym mat,Shoulders; Lats; Trapezius,Obliquus externus abdominis; Abs,CC-BY-SA 4,"First get into the four-footed stance. The hands are underneath the shoulders. The fingers are fanned out wide and ensure a stable stance. It is best to rest your front body weight on your thumbs and index fingers. Now place your legs hip-width apart on the yoga mat. Your thighs should be vertically below your hips. Make sure that your weight is evenly distributed between your hands and knees. Your head is an extension of your spine and you are looking down at your mat. Your back is in a neutral position. Breathe in deeply and start with the cat. With the next exhalation, round your back vertebra by vertebra. Try to pull yourself as far as possible towards the ceiling. Pull your head towards your chest and tilt your pelvis. Now inhale deeply and move into the opposite position, cow pose. Bend your back down, pull your shoulders back slightly and lift your head as far as is comfortable for you. Your gaze is directed upwards. Breathe out consciously and switch back to the cat. With the next exhalation, switch back to cow. Repeat the exercise a few times and make sure that you are in the flow."
1245,f41ac754-45a0-443b-afe5-e624e215229f,Front Lever,Abs,none (bodyweight exercise),Lats; Abs,,CC-BY-SA 4,The front lever is a figure where the body is kept in a horizontal position parallel to the floor.
1209,716286dd-05b1-4f87-8b3b-a0c559bcafc4,Shoulder width three-point push-up,Arms,none (bodyweight exercise),,,CC-BY-SA 4,"Get into a push-up position with your shoulders directly above your hands and your feet hip-width apart. Draw your belly button in towards your spine and tighten your abdominal muscles. Lift your left foot about five centimetres off the floor. Point your toes straight down. Do not move your hips. Your body forms a straight line from your head to your heels throughout the exercise. Now bend your elbows, lower your chest to the floor and push yourself back up. Repeat the exercise on the other side."
1246,069711c7-565a-4abb-90a7-614f66dd9dc3,TRX roll out,Abs,none (bodyweight exercise),Abs,Obliquus externus abdominis; Serratus anterior,CC-BY-SA 4,"sostener las empuñaduras con las manos, alargar los brazos y mantenerlos paralelos a la altura del pecho. El movimiento que debes realizar es una abertura de los brazos alineados con los hombros mientas inclinas el cuerpo hacia delante. Intenta no realizar una extensión de hombro más allá de los 90º y mantén contraída la musculatura abdominal y los glúteos.
Músculos implicados: Transverso, recto abdominal y erectores espinales"
1212,1bccba58-1639-4e5c-8a33-0d595aa41a7c,Bauchtrainer,Abs,,,Abs,CC-BY-SA 4,<b>EGYM Smart Strength Bauchmaschine</b>
1248,662b9911-fa55-4564-b830-fdb6a046b162,Ice Scream maker,Abs,none (bodyweight exercise),Lats,Abs,CC-BY-SA 4,Dalla fase finale di una trazione alla sbarra e ci spingiamo indietro con le spalle fino ad arrivare in posizione di front lever. Da li trazioniamo di nuovo per riportarci nella posizione di partenza.
1213,d05a86fd-5699-4655-bec1-9ffbd5a6ef4b,Trazioni orizzontali,Back,Pull-up bar,Shoulders; Biceps; Lats,Brachialis,CC-BY-SA 4,"Le trazioni orizzontali agiscono <b>principalmente sui muscoli della schiena</b>,
 mentre le trazioni lavorano maggiormente sui muscoli della parte 
superiore della schiena e delle braccia. Combinando questi due esercizi 
si ottiene un allenamento più completo per i muscoli della schiena e 
delle braccia."
851,0b84816e-3d11-47f0-a043-2a3f20504a48,Leg Extension,Legs,,Quads,Hamstrings,CC-BY-SA 4,"Is an isolation exercise focused on the quadriceps, which are made up of four specific muscles on the front of your thigh—the rectus femoris, vastus lateralis, vastus medialis, and vastus intermedius."
1252,b61dff58-6e47-4671-853b-208e7cd0ced4,Front lever pull-up,Abs,Pull-up bar,Biceps; Lats; Abs,Shoulders,CC-BY-SA 4,"in the front lever position, with legs extended or easier if collected, pull by bringing the chest closer to the bar."
1214,e79616cb-f5fb-4b10-b99d-09d43774e142,Front lever tuck,Back,Pull-up bar,Shoulders; Biceps; Lats,Triceps,CC-BY-SA 4,"I muscoli coinvolti nel Front Lever, maggiormente sottoposti a sforzo, sono principalmente&nbsp;gli estensori quali: il gran dorsale, il grande rotondo, il deltoide posteriore e il capolungo del bicipite"
1259,6679b2ad-91b7-4a75-9230-3ae1101bdd50,TRX Obliques,Abs,,Obliquus externus abdominis; Abs; Serratus anterior,Shoulders; Chest,CC-BY-SA 4,"<ol><li>Place your feet in the stirrups and assume a high plank with your hands directly beneath your shoulders.&nbsp;</li><li>Pull your knees to your right elbow, then push them back out and to the centre.</li></ol>"
1260,f36a9fd0-7bd2-42a4-85fa-902b7cf3be45,TRX hammer curl,Arms,,Biceps,,CC-BY-SA 4,"Place the grips as if they were a continuation of the straps. We will position our arms stretched forward and our body leaning back, completely straight. The biceps muscles will activate as you bend your elbows to bring your body towards the straps. The contraction movement will end with a slight outward movement of the hands, due to the grip we are using."
142,dc3a2072-abc3-4ef9-b8e6-f5ae6b11bc7f,Cable External Rotation,Shoulders,,Shoulders,,CC-BY-SA 3,"<p>Steps:</p>
<ol>
<li>Start off placing an extension band around a post or in a secure position where it will not release and is at elbow level.</li>
<li>Position yourself to the side of the band and with your hand that is opposite of the band, reach out and grab the handle.</li>
<li>Bring the band to your chest keeping your elbow bent in a 90 degree angle then slowly rotate your arm in a backhand motion so that the band externally rotates out</li>
<li>Continue out as far as possible so that you feel a stretch in your shoulders, hold for a count and then return back to the starting position.</li>
<li>Repeat for as many reps and sets as desired.</li>
</ol>"
1261,f9329ed4-8185-49a6-a0bb-e0f21c6cc3d8,TRX gorilla biceps curl,Arms,,Brachialis,Biceps,CC-BY-SA 4,"Nos colocaremos de frente a las cintas del TRX y las agarraremos con los puños de las manos enfrentados y al frente, con los brazos totalmente estirados a la altura más o menos de los hombros. El cuerpo lo mantendremos recto hacia atrás, como en los anteriores ejercicios, ya que lo que vamos a hacer es mediante la activación de los bíceps, elevar el cuerpo hacia las cintas del TRX.El cuerpo estará recto y los pies apoyados en el suelo. Los brazos en esta ocasión, los vamos a colocar abiertos hacia los lados, y a la altura del pecho. El movimiento que vamos a hacer será una contracción hacia el pecho. Para conseguirlo, lo que haremos será doblar los codos para que, mediante la activación de los bíceps atraigamos el cuerpo hacia las cintas."
1262,7f2628bf-6381-4228-9840-b75cbcc843a1,Trx Single Arm Bicep Curl,Arms,,Biceps; Brachialis,Shoulders; Trapezius,CC-BY-SA 4,"Step 1: Stand comfortably and grasp the handles of the suspension system. Step 2: Lean back resting your weight on one arm, keepng the spine neutral. Step 3: Slowly curl to pull your body weight to the up position. Supinate the arm and squeeze as you approach the end position. Step 4: Lower yourself back down and repeat."
